許可證號碼,普通名稱,廠牌名稱,劑型,含量,Under Permit ,混合,廠商名稱,國外原製造廠,有效日期,備註,標示,條碼,使用範圍
農藥製              05949,得芬諾,蛾攏死,SC  水懸劑,19.7(%) (w/w),,,台農三和化工股份有限公司,,114-11-26,,標示,條碼,使用範圍
農藥製              05950,益達胺,鐵衫掌,SC  水懸劑,18.2(%) (w/w),,,台農三和化工股份有限公司,,114-11-26,,標示,條碼,使用範圍
農藥製              05951,第滅寧,達冠精,SC  水懸劑,2.4(%) (w/w),,,世大農化工廠股份有限公司,,114-11-26,,標示,條碼,使用範圍
農藥製              05952,因滅汀,蟲攏死,SG  水溶性粒劑,5(%) (w/w),,,台農三和化工股份有限公司,,114-11-26,,標示,條碼,使用範圍
農藥製              05953,嘉賜黴素,金加收米,SL  溶液,5(%) (w/w),,,大勝化學工業股份有限公司,,114-12-08,,標示,條碼,使用範圍
農藥製              05954,嘉賜黴素,金加收米,WP  可溼性粉劑,5(%) (w/w),,,大勝化學工業股份有限公司,,114-12-08,,標示,條碼,使用範圍
農藥製              05955,貝芬待克利,炭清贏,SC  水懸劑,17.8(%) (w/w),,A,世大農化工廠股份有限公司,,114-12-13,,標示,條碼,使用範圍
農藥製              05956,伏寄普,禾倒,EC  乳劑,17.5(%) (w/w),,,瑞芳植物保護股份有限公司,,114-12-13,,標示,條碼,使用範圍
農藥製              05957,得克利,滅炭疽,EW  水基乳劑,25.9(%) (w/w),,,台農三和化工股份有限公司,,114-12-15,,標示,條碼,使用範圍
農藥製              05958,得克利,獲園甲,EW  水基乳劑,25.9(%) (w/w),,,台灣日產化工股份有限公司,,114-12-27,,標示,條碼,使用範圍
農藥製              05959,亞托敏,壹定稱,SC  水懸劑,23(%) (w/w),,,日農科技股份有限公司,,114-12-27,,標示,條碼,使用範圍
農藥製              05960,亞托敏,閣再稱,WG  水分散性粒劑,50(%) (w/w),,,國豐化學工業股份有限公司,,114-12-27,,標示,條碼,使用範圍
農藥製              05961,伏寄普,草元帥,EC  乳劑,17.5(%) (w/w),,,洽益化學股份有限公司,,114-12-27,,標示,條碼,使用範圍
農藥製              05962,百利普芬,龍百利,EC  乳劑,11(%) (w/w),,,漢寶工業有限公司,,114-12-27,,標示,條碼,使用範圍
農藥製              05963,畢芬寧,双福星,EC  乳劑,2.8(%) (w/w),,,洽益化學股份有限公司,,115-01-04,,標示,條碼,使用範圍
農藥製              05964,芬普蟎,助沒蟎,SC  水懸劑,5(%) (w/w),,,東和化學企業股份有限公司,,115-01-05,,標示,條碼,使用範圍
農藥製              05965,嘉賜黴素,金順適,UL  超低容量液劑,3(%) (w/w),,,正農化學股份有限公司,,115-01-11,,標示,條碼,使用範圍
農藥製              05966,液化澱粉芽孢桿菌PMB01,絕症剋星,WP  可溼性粉劑,1x10^9 CFU/g,,,嘉農企業股份有限公司,,115-01-11,,標示,條碼,使用範圍
農藥製              05967,液化澱粉芽孢桿菌PMB01,救你一命,AL  液劑,1x10^9 CFU/mL,,,嘉農企業股份有限公司,,115-01-11,,標示,條碼,使用範圍
農藥製              05968,貝芬替,增量產,WP  可溼性粉劑,60(%) (w/w),,,台農三和化工股份有限公司,,115-01-12,,標示,條碼,使用範圍
農藥製              05969,益滅賽寧,抗蝶,WP  可溼性粉劑,40(%) (w/w),,A,安旺特股份有限公司,,115-01-12,,標示,條碼,使用範圍
農藥製              05970,貝芬替,貝力王,WP  可溼性粉劑,60(%) (w/w),,,利台化學工業股份有限公司,,115-01-12,,標示,條碼,使用範圍
農藥製              05971,苦參鹼,綠寶克蟲,SL  溶液,6(%) (w/w),,,綠寶生物科技股份有限公司,,115-01-20,,標示,條碼,使用範圍
農藥製              05972,阿巴汀,剋蟲王,EC  乳劑,2(%) (w/w),,,百泰生物科技股份有限公司,,115-01-20,,標示,條碼,使用範圍
農藥製              05973,亞滅培,冠世界,SP  水溶性粉劑,20(%) (w/w),,,台農三和化工股份有限公司,,115-01-20,,標示,條碼,使用範圍
農藥製              05974,固殺草,速斬根,SL  溶液,13.5(%) (w/w),,,好速化學股份有限公司,,115-01-20,,標示,條碼,使用範圍
農藥製              05975,畢達本,畢卡索,WP  可溼性粉劑,20(%) (w/w),,,東和化學企業股份有限公司,,115-01-27,,標示,條碼,使用範圍
農藥製              05976,亞托敏,稱稱叫,SC  水懸劑,23(%) (w/w),,,東和化學企業股份有限公司,,115-01-27,,標示,條碼,使用範圍
農藥製              05977,百利普芬,百露蝨,EC  乳劑,11(%) (w/w),,,東和化學企業股份有限公司,,115-01-27,,標示,條碼,使用範圍
農藥製              05978,樂滅草,草勞滅,EC  乳劑,12(%) (w/w),,,惠光股份有限公司,,115-01-27,,標示,條碼,使用範圍
農藥製              05979,嘉賜貝芬,卡斯特,WP  可溼性粉劑,43(%) (w/w),,A,安旺特股份有限公司,,115-01-27,,標示,條碼,使用範圍
農藥製              05980,亞托敏,阿妥品,SC  水懸劑,23(%) (w/w),,,台灣日產化工股份有限公司,,115-01-27,,標示,條碼,使用範圍
農藥製              05981,待克利,菌全除,EC  乳劑,24.9(%) (w/w),,,台農三和化工股份有限公司,,115-01-28,,標示,條碼,使用範圍
農藥製              05982,丁基加保扶,特好幫手,GR  粒劑,5(%) (w/w),,,臺益工業股份有限公司,,115-01-28,,標示,條碼,使用範圍
農藥製              05983,馬拉松,馬煞激,EC  乳劑,50(%) (w/w),,,東和化學企業股份有限公司,,115-01-28,,標示,條碼,使用範圍
農藥製              05984,待克利,黑潔剋,EC  乳劑,24.9(%) (w/w),,,臺灣庵原農藥股份有限公司,,115-01-28,,標示,條碼,使用範圍
農藥製              05985,達有龍,,SC  水懸劑,40(%) (w/w),,,日農科技股份有限公司,,115-02-01,,標示,條碼,使用範圍
農藥製              05986,依芬寧,三和寶,EC  乳劑,10(%) (w/w),,,台農三和化工股份有限公司,,115-02-14,,標示,條碼,使用範圍
農藥製              05987,百利普芬,勁讚,EC  乳劑,11(%) (w/w),,,惠光股份有限公司,,115-02-14,,標示,條碼,使用範圍
農藥製              05988,嘉賜銅,,WP  可溼性粉劑,81.3(%) (w/w),,A,中華民國農會附設各級農會農化廠,,115-02-16,,標示,條碼,使用範圍
農藥製              05989,亞托敏,稱刮刮,SC  水懸劑,23(%) (w/w),,,漢寶工業有限公司,,115-02-17,,標示,條碼,使用範圍
農藥製              05990,芬普蟎,龍蟎吉,SC  水懸劑,5(%) (w/w),,,漢寶工業有限公司,,115-02-17,,標示,條碼,使用範圍
農藥製              05991,畢達本,克螨紅,WP  可溼性粉劑,20(%) (w/w),,,臺聯實業股份有限公司,,115-02-21,,標示,條碼,使用範圍
農藥製              05992,伏寄普,法財－統歲,EC  乳劑,17.5(%) (w/w),,,大成化學工業股份有限公司,,115-02-21,,標示,條碼,使用範圍
農藥製              05993,嘉賜貝芬,剋菌丹,WP  可溼性粉劑,43(%) (w/w),,A,國豐化學工業股份有限公司,,115-02-21,,標示,條碼,使用範圍
農藥製              05994,芬普寧,歐抗蟎,EC  乳劑,10(%) (w/w),,,興農股份有限公司,,115-02-21,,標示,條碼,使用範圍
農藥製              05995,嘉賜黴素,,UL  超低容量液劑,3(%) (w/w),,,中華民國農會附設各級農會農化廠,,115-02-21,,標示,條碼,使用範圍
農藥製              05996,嘉賜黴素,富賜米,UL  超低容量液劑,3(%) (w/w),,,富農化學工業股份有限公司,,115-02-21,,標示,條碼,使用範圍
農藥製              05997,貝芬菲克利,貝利,SC  水懸劑,34.5(%) (w/w),,A,富農化學工業股份有限公司,,115-02-21,,標示,條碼,使用範圍
農藥製              05999,丁拉百速隆,双冬水,GR  粒劑,2.57(%) (w/w),,A,臺聯實業股份有限公司,,115-02-28,,標示,條碼,使用範圍
農藥製              06000,固殺草,殺很大,SL  溶液,18.02(%) (w/w),,,安旺特股份有限公司,,115-02-28,,標示,條碼,使用範圍
農藥製              06001,三賽唑,戰友,SC  水懸劑,41.7(%) (w/w),,,安旺特股份有限公司,,115-02-28,,標示,條碼,使用範圍
農藥製              06002,嘉賜三賽唑,免熱稻,WP  可溼性粉劑,20(%) (w/w),,A,國豐化學工業股份有限公司,,115-02-28,,標示,條碼,使用範圍
農藥製              06003,三賽唑,速除熱,WP  可溼性粉劑,75(%) (w/w),,,好速化學股份有限公司,,115-02-28,,標示,條碼,使用範圍
農藥製              06004,賓克隆,賓拉登,SC  水懸劑,23.2(%) (w/w),,,瑞芳植物保護股份有限公司,,115-02-28,,標示,條碼,使用範圍
農藥製              06005,菲克利,青跳跳,EC  乳劑,10(%) (w/w),,,台農三和化工股份有限公司,,115-03-01,,標示,條碼,使用範圍
農藥製              06006,快克草,稗免拔,SC  水懸劑,22(%) (w/w),,,臺聯實業股份有限公司,,115-03-01,,標示,條碼,使用範圍
農藥製              06007,賓得克利,賓利,SC  水懸劑,25(%) (w/w),,A,安旺特股份有限公司,,115-03-07,,標示,條碼,使用範圍
農藥製              06008,固殺草,速百達,SL  溶液,13.5(%) (w/w),,,臺聯實業股份有限公司,,115-03-07,,標示,條碼,使用範圍
農藥製              06009,畢芬寧,滿天星,EC  乳劑,2.8(%) (w/w),,,國豐化學工業股份有限公司,,115-03-07,,標示,條碼,使用範圍
農藥製              06010,亞托敏,稱霸天下,SC  水懸劑,23(%) (w/w),,,安旺特股份有限公司,,115-03-14,,標示,條碼,使用範圍
農藥製              06011,畢芬寧,明星,SC  水懸劑,2.5(%) (w/w),,,安旺特股份有限公司,,115-03-14,,標示,條碼,使用範圍
農藥製              06013,百利普芬,介百力,EW  水基乳劑,11(%) (w/w),,,嘉泰企業股份有限公司,,115-03-17,,標示,條碼,使用範圍
農藥製              06014,固殺草,固天下,SL  溶液,13.5(%) (w/w),,,華夏科學農化股份有限公司,,115-03-17,,標示,條碼,使用範圍
農藥製              06015,菲克利,青蹦蹦,SC  水懸劑,23(%) (w/w),,,台農三和化工股份有限公司,,115-03-17,,標示,條碼,使用範圍
農藥製              06017,免扶克,飽稻,GR  粒劑,5(%) (w/w),,,臺灣庵原農藥股份有限公司,,115-03-17,,標示,條碼,使用範圍
農藥製              06018,待克利,金賀炭,EC  乳劑,24.9(%) (w/w),,,光華化學股份有限公司,,115-03-22,,標示,條碼,使用範圍
農藥製              06019,嘉賜三賽唑,稻安,WP  可溼性粉劑,20(%) (w/w),,A,惠光股份有限公司,,115-03-23,,標示,條碼,使用範圍
農藥製              06020,護汰芬,金安穩,SC  水懸劑,11.8(%) (w/w),,,日農科技股份有限公司,,115-03-23,,標示,條碼,使用範圍
農藥製              06021,固殺草,西格達,SL  溶液,13.5(%) (w/w),,,日農科技股份有限公司,,115-03-23,,標示,條碼,使用範圍
農藥製              06022,三賽唑,好友,WP  可溼性粉劑,75(%) (w/w),,,華夏科學農化股份有限公司,,115-03-23,,標示,條碼,使用範圍
農藥製              06023,嘉賜黴素,稻穗王,UL  超低容量液劑,3(%) (w/w),,,臺灣庵原農藥股份有限公司,,115-03-23,,標示,條碼,使用範圍
農藥製              06024,亞托敏,攏總稱,SC  水懸劑,23(%) (w/w),,,臺益工業股份有限公司,,115-03-30,,標示,條碼,使用範圍
農藥製              06025,依殺蟎,倍殺蟎,SC  水懸劑,10(%) (w/w),,,興農股份有限公司,,115-03-30,,標示,條碼,使用範圍
農藥製              06026,丁基賽伏草,杜稗,EC  乳劑,10(%) (w/w),,,日農科技股份有限公司,,115-03-30,,標示,條碼,使用範圍
農藥製              06027,嘉賜快得寧,疫頂勇,WP  可溼性粉劑,43.5(%) (w/w),,A,世大農化工廠股份有限公司,,115-03-30,,標示,條碼,使用範圍
農藥製              06028,畢芬寧,星天地,EC  乳劑,2.8(%) (w/w),,,正農化學股份有限公司,,115-03-30,,標示,條碼,使用範圍
農藥製              06029,亞托待克利,水擱讚,SC  水懸劑,325 g/L (32.5% w/v),,A,瑞芳植物保護股份有限公司,,115-03-30,,標示,條碼,使用範圍
農藥製              06030,芬化利,果贏,EW  水基乳劑,20(%) (w/w),,,華夏科學農化股份有限公司,,115-04-12,,標示,條碼,使用範圍
農藥製              06031,亞托敏,稱嘎,SC  水懸劑,23(%) (w/w),,,華夏科學農化股份有限公司,,115-04-12,,標示,條碼,使用範圍
農藥製              06032,待克利,除炭寶,EC  乳劑,24.9(%) (w/w),,,富農化學工業股份有限公司,,115-04-14,,標示,條碼,使用範圍
農藥製              06033,益達胺,鐵定讚,SC  水懸劑,18.2(%) (w/w),,,富農化學工業股份有限公司,,115-04-14,,標示,條碼,使用範圍
農藥製              06034,因滅汀,總無蟲,EC  乳劑,2.15(%) (w/w),,,台農三和化工股份有限公司,,115-04-17,,標示,條碼,使用範圍
農藥製              06035,亞托待克利,納薩,SC  水懸劑,325 g/L (32.5% w/v),,A,安旺特股份有限公司,,115-04-24,,標示,條碼,使用範圍
農藥製              06036,菲克利,紋清,SC  水懸劑,23(%) (w/w),,,好速化學股份有限公司,,115-04-27,,標示,條碼,使用範圍
農藥製              06038,畢達本,滿載,WP  可溼性粉劑,20(%) (w/w),,,正農化學股份有限公司,,115-04-27,,標示,條碼,使用範圍
農藥製              06039,百速隆,百草除,WP  可溼性粉劑,10(%) (w/w),,,東和化學企業股份有限公司,,115-04-27,,標示,條碼,使用範圍
農藥製              06040,達有龍,利台草ㄟ清,SC  水懸劑,40(%) (w/w),,,利台化學工業股份有限公司,,115-04-27,,標示,條碼,使用範圍
農藥製              06041,固殺草,草將軍,SL  溶液,13.5(%) (w/w),,,洽益化學股份有限公司,,115-04-28,,標示,條碼,使用範圍
農藥製              06042,達有龍,三汰草,SC  水懸劑,40(%) (w/w),,,臺聯實業股份有限公司,,115-04-28,,標示,條碼,使用範圍
農藥製              06043,伏寄普,國豐萬歲,EC  乳劑,17.5(%) (w/w),,,國豐化學工業股份有限公司,,115-04-28,,標示,條碼,使用範圍
農藥製              06044,亞托敏,有夠稱,SC  水懸劑,23(%) (w/w),,,大勝化學工業股份有限公司,,115-04-28,,標示,條碼,使用範圍
農藥製              06045,蓋普丹,菌好用,WP  可溼性粉劑,50(%) (w/w),,,聯利農業科技股份有限公司,,115-05-12,,標示,條碼,使用範圍
農藥製              06046,貝芬菲克利,美果丹,WP  可溼性粉劑,34.5(%) (w/w),,A,安旺特股份有限公司,,115-05-12,,標示,條碼,使用範圍
農藥製              06048,賓克隆,克枯靈,WP  可溼性粉劑,25(%) (w/w),,,華夏科學農化股份有限公司,,115-05-23,,標示,條碼,使用範圍
農藥製              06049,百利普芬,新勢介,SC  水懸劑,11(%) (w/w),,,洽益化學股份有限公司,,115-05-29,,標示,條碼,使用範圍
農藥製              06050,固殺草,草死樂,SL  溶液,13.5(%) (w/w),,,大勝化學工業股份有限公司,,115-05-29,,標示,條碼,使用範圍
農藥製              06051,施得圃,華夏-施得圃,EC  乳劑,34(%) (w/w),,,華夏科學農化股份有限公司,,115-05-29,,標示,條碼,使用範圍
農藥製              06052,達有龍,卡滅克斯,SC  水懸劑,40(%) (w/w),,,聯利農業科技股份有限公司,,115-05-31,,標示,條碼,使用範圍
農藥製              06053,百利普芬,幾霸芬,EC  乳劑,11(%) (w/w),,,興農股份有限公司,,115-06-02,,標示,條碼,使用範圍
農藥製              06055,得克利,炭大吉,EW  水基乳劑,25.9(%) (w/w),,,華夏科學農化股份有限公司,,115-06-02,,標示,條碼,使用範圍
農藥製              06056,亞托敏,龍喀菌,SC  水懸劑,23(%) (w/w),,,大成化學工業股份有限公司,,115-06-02,,標示,條碼,使用範圍
農藥製              06057,畢芬寧,綜旺星,EC  乳劑,2.8(%) (w/w),,,功力化學工業股份有限公司,,115-06-02,,標示,條碼,使用範圍
農藥製              06058,因汀氟滅,攏蛾落,WG  水分散性粒劑,10(%) (w/w),,A,惠光股份有限公司,,115-06-05,,標示,條碼,使用範圍
農藥製              06059,畢達本,呼哩贏,WP  可溼性粉劑,20(%) (w/w),,,光華化學股份有限公司,,115-06-05,,標示,條碼,使用範圍
農藥製              06060,扶吉胺,旺立帥,SC  水懸劑,39.5(%) (w/w),,,聯利農業科技股份有限公司,,115-06-05,,標示,條碼,使用範圍
農藥製              06061,待克利,剋炭酸,EC  乳劑,24.9(%) (w/w),,,華夏科學農化股份有限公司,,115-06-05,,標示,條碼,使用範圍
農藥製              06062,施得圃,草先施,EC  乳劑,34(%) (w/w),,,臺灣庵原農藥股份有限公司,,115-06-13,,標示,條碼,使用範圍
農藥製              06063,益達胺,五雷,SC  水懸劑,18.2(%) (w/w),,,瑞芳植物保護股份有限公司,,115-06-13,,標示,條碼,使用範圍
農藥製              06064,維利黴素,唯我獨尊,SL  溶液,10(%) (w/w),,,東和化學企業股份有限公司,,115-06-13,,標示,條碼,使用範圍
農藥製              06065,維利黴素,禾好,SL  溶液,10(%) (w/w),,,惠光股份有限公司,,115-06-13,,標示,條碼,使用範圍
農藥製              06066,甲基多保淨,確保淨－精,SC  水懸劑,40(%) (w/w),,,世大農化工廠股份有限公司,,115-06-13,,標示,條碼,使用範圍
